PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
31,2/22/2020,12:29:50 PM,4,6,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,2,Bottom,0,2,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,84.31002541,-2.340669478,-4.830678473,2080.232129,214.7877,1:15,6.552343071,1.616328429,5.57902713,-19.32466265,20.62037221,14.35105905,2.747162971,-1.709483665,76.91960208,-5.942622999,-2.154366905,0.454886366,,,,,,,,,,,,-9.005581775,11.65410426,-1.209756491,50,6.337947956,9.858704584,-122.1437839,-5.635059721,-13.59963274,24.14411167,-14.5747927,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,ed82c5fd-5598-11ea-b030-484d7ee4b65b
32,2/22/2020,12:30:07 PM,4,7,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,2,Bottom,0,3,2,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,72.35692341,2.005243125,-2.148160836,1918.135073,67.64436664,8:15,6.119429553,2.150599977,4.972464586,-60.0128995,-4.055590066,-9.733337491,3.014237802,-0.690213194,65.77143007,-9.095010442,-3.959610738,0.538393652,,,,,,,,,,,,4.405149622,-2.775562539,-1.935573273,50,6.265692268,4.228796094,-104.9169567,1.867235631,4.832881977,20.35568232,-35.21911338,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,f673dabc-5598-11ea-b030-484d7ee4b65b
33,2/22/2020,12:30:31 PM,4,8,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,2,Bottom,0,3,2,Undefined,Fastball,BallCalled,Walk,Undefined,Undefined,0,1,,84.86859025,-0.333612131,-2.773500267,2080.11304,223.6902951,1:30,6.615798639,1.790754696,5.38342304,-21.85640919,18.02147055,17.25167015,4.481386273,0.626925632,76.57759004,-4.426047335,0.46132412,0.454503831,,,,,,,,,,,,-10.03066661,9.67715169,-1.554778869,50,6.570902229,5.393070226,-123.2026007,-1.447227531,-15.23534072,27.17424871,-17.47565323,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,0657bc95-5599-11ea-b030-484d7ee4b65b
34,2/22/2020,12:31:01 PM,5,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Andrews, Hunter",1000084165,Right,ROA_COL,Windup,2,Bottom,0,0,0,Undefined,Other,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,71.63147503,0.503503202,-1.48027673,1862.261425,120.1110863,10:00,6.161780438,2.201340506,4.919105789,-55.94626979,1.591241159,-2.837093883,1.975746219,0.565233731,64.68092107,-9.868232202,-2.011069839,0.545942688,,,,,,,,,,,,0.971822488,0.658820314,-2.054857627,50,6.166186791,2.769266119,-103.8835306,-0.758290254,1.036621389,21.27727807,-31.47129961,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,18a79532-5599-11ea-b030-484d7ee4b65b
35,2/22/2020,12:31:20 PM,5,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Andrews, Hunter",1000084165,Right,ROA_COL,Windup,2,Bottom,0,0,1,Undefined,Fastball,InPlay,Undefined,FlyBall,Sacrifice,1,1,,84.4900942,-2.965677633,-3.724514444,2104.471209,221.226482,1:15,6.640956721,1.798518015,5.223941376,-20.25400959,20.34650698,17.86208801,2.156917155,-0.21904637,76.47836558,-6.72940002,-0.390822414,0.458603429,81.79118342,23.81032165,-16.74799195,3596.687098,102.5003129,38.80272732,-39.92032056,273.3176072,267.7692951,-28.40294765,3.59333313,-10.57447562,11.65448201,-1.468101846,50,6.3522569,7.357644924,-122.3591576,-7.04138738,-15.87222279,26.38129398,-14.68074282,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,232941e0-5599-11ea-b030-484d7ee4b65b
36,2/22/2020,12:32:10 PM,6,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Staz, Mason",1000084148,Right,ROA_COL,Windup,2,Bottom,1,0,0,Undefined,Fastball,Undefined,Undefined,Undefined,Undefined,0,0,,82.59819627,-1.844892693,-3.885723516,2057.908843,218.7556007,1:15,6.592052387,1.859889915,5.335178011,-22.43520544,20.05813808,16.13365401,2.987203474,-0.446365923,74.27301933,-6.042354469,-0.859984129,0.469171875,,,,,,,,,,,,-9.832899953,11.25136765,-1.520351677,50,6.409633874,7.602866876,-119.6596174,-4.592901046,-14.02337218,26.6139505,-16.12770243,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,3dfc7e91-5599-11ea-b030-484d7ee4b65b
37,2/22/2020,12:32:30 PM,6,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Staz, Mason",1000084148,Right,ROA_COL,Windup,2,Bottom,1,0,0,Undefined,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.53379811,-0.555632491,-2.504275712,1755.9978,226.9168048,1:30,6.154057055,2.168956146,5.825806827,-33.6857402,13.14396655,14.10128861,2.829931063,1.014807819,70.50339887,-6.884748451,0.157311096,0.492529488,,,,,,,,,,,,-8.366887884,7.257219252,-1.97279443,50,6.088934313,4.528091964,-112.6843942,-2.049959021,-10.65994612,22.21860685,-22.92789069,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,4dae4e97-5599-11ea-b030-484d7ee4b65b
38,2/22/2020,12:32:49 PM,6,3,"Sipling, Eric",1000084319,Right,ELI_BLU,"Staz, Mason",1000084148,Right,ROA_COL,Windup,2,Bottom,1,0,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,85.07862404,-1.63969367,-3.253822886,2058.435266,221.1357549,1:15,6.389041337,1.949359806,5.531556378,-22.17148221,17.32081272,15.16138564,3.005976427,0.168333805,76.94056824,-5.792345252,-0.406104856,0.452301163,,,,,,,,,,,,-9.104573445,9.756813184,-1.676815931,50,6.232082999,6.522917232,-123.4433779,-4.263204806,-13.89318223,27.11164913,-17.28557691,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,58abf7f5-5599-11ea-b030-484d7ee4b65b
39,2/22/2020,12:33:15 PM,6,4,"Sipling, Eric",1000084319,Right,ELI_BLU,"Staz, Mason",1000084148,Right,ROA_COL,Windup,2,Bottom,1,0,2,Undefined,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.59918839,-1.782586729,-2.916835442,1550.770766,226.5202239,1:30,6.180858931,2.183600054,6.143312802,-30.70274951,14.57288776,15.41236971,1.972557232,0.770542795,71.23029394,-7.586933482,0.015313907,0.484288107,,,,,,,,,,,,-9.347578663,8.527488116,-1.969527923,50,6.02933367,5.400933513,-114.169818,-4.387100143,-12.16416953,23.78175555,-21.07707736,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,681d66db-5599-11ea-b030-484d7ee4b65b
40,2/22/2020,12:33:51 PM,7,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Butler, Conner",1000084156,Right,ROA_COL,Windup,2,Bottom,2,0,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,69.99641316,2.375693323,-1.745213697,1834.200833,64.91047199,8:15,6.262358279,1.955701276,5.071133772,-60.66826738,-1.486823262,-3.0566952,3.448537554,0.055270973,63.93098626,-8.846164475,-2.313960579,0.553686963,,,,,,,,,,,,1.075818681,-1.500780472,-1.787936828,50,6.441019653,3.183140754,-101.5694718,2.461172797,1.114173259,17.97234331,-33.72833414,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,7c940ecc-5599-11ea-b030-484d7ee4b65b
41,2/22/2020,12:34:14 PM,7,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Butler, Conner",1000084156,Right,ROA_COL,Windup,2,Bottom,2,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,84.73482482,-4.702157058,-4.27290524,2018.580604,218.8311304,1:15,6.653434251,1.694120216,5.570120328,-19.40208162,20.10857713,16.21560902,0.622710494,-0.952809449,77.91601937,-8.287986054,-1.253164136,0.45240631,,,,,,,,,,,,-9.764309071,11.95473384,-1.336382356,50,6.234127833,8.630195591,-122.5889905,-10.74437652,-14.93187223,23.11841948,-13.89251353,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,8bb208de-5599-11ea-b030-484d7ee4b65b
42,2/22/2020,12:34:50 PM,7,3,"Sipling, Eric",1000084319,Right,ELI_BLU,"Butler, Conner",1000084156,Right,ROA_COL,Windup,2,Bottom,2,1,1,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.6094665,-1.063373826,-3.548153533,1957.142091,218.9031263,1:15,6.604881201,1.892386826,5.414072224,-20.46476071,19.23734359,15.55443657,3.901388996,-0.139239414,77.22982783,-4.871863735,-0.650445136,0.453501034,,,,,,,,,,,,-9.227870508,10.49268433,-1.587744813,50,6.496196988,7.096821222,-122.8362084,-2.968285626,-14.10648378,24.21334597,-16.13406608,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,a05862b7-5599-11ea-b030-484d7ee4b65b
43,2/22/2020,12:35:06 PM,7,4,"Sipling, Eric",1000084319,Right,ELI_BLU,"Butler, Conner",1000084156,Right,ROA_COL,Windup,2,Bottom,2,1,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,85.17725101,-0.015051702,-3.069741607,2039.497614,221.8676034,1:30,6.33283223,1.905307509,5.264437034,-22.17850174,17.41959618,15.64530739,4.470465116,0.322860736,77.18846725,-4.149239985,-0.151192635,0.452906633,,,,,,,,,,,,-9.175461216,9.206124406,-1.635827771,50,6.31544304,6.095048465,-123.6458231,-0.792184992,-14.11339253,26.13065132,-18.01349092,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,a94975ce-5599-11ea-b030-484d7ee4b65b
44,2/22/2020,12:35:23 PM,7,5,"Sipling, Eric",1000084319,Right,ELI_BLU,"Butler, Conner",1000084156,Right,ROA_COL,Windup,2,Bottom,2,2,2,Undefined,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,78.90205536,-2.058705109,-4.76087918,1749.96855,227.4534844,1:30,6.188528369,2.003026346,6.225419161,-33.70627158,10.8749561,11.89427474,1.473028954,-1.408043932,72.25309173,-8.393036012,-2.513581292,0.480559902,,,,,,,,,,,,-7.877956632,6.539045414,-1.652965207,50,6.017488824,9.211181393,-114.4349601,-5.033229217,-10.40618166,21.8784646,-23.5364668,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,b23a8bd1-5599-11ea-b030-484d7ee4b65b
45,2/22/2020,12:35:40 PM,7,6,"Sipling, Eric",1000084319,Right,ELI_BLU,"Butler, Conner",1000084156,Right,ROA_COL,Windup,2,Bottom,2,3,2,Undefined,Fastball,InPlay,Undefined,LineDrive,Single,0,2,,84.05229733,-1.454247061,-3.259526884,2008.080565,219.7685588,1:15,6.378922698,1.88700834,5.439598269,-22.24790521,18.37037552,15.32033253,3.160878394,0.108642284,75.94938183,-5.616766294,-0.385964015,0.458703746,92.90750223,12.5216523,-27.8608518,1895.768756,95.37924348,11.74347913,-54.79777645,169.7952501,169.4382837,-31.49035293,1.494911499,-9.16993558,10.23069285,-1.609169979,50,6.235207907,6.443270569,-121.9404091,-3.828748927,-13.64788917,26.55860929,-16.94740264,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,bb2ba052-5599-11ea-b030-484d7ee4b65b
46,2/22/2020,12:36:24 PM,8,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Agee, Cale",1000084150,Right,ROA_COL,Windup,2,Bottom,2,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,71.41289115,0.1941685,-3.762394584,1916.015227,18.35447614,6:30,6.108502501,2.024502749,5.278470468,-61.425481,-4.763690674,-1.562791135,1.172445149,-1.643976359,65.56388047,-11.13877815,-4.05372354,0.541772136,,,,,,,,,,,,-0.349442099,-2.581819862,-1.680013507,50,6.082301479,6.854003339,-103.5490944,-1.398976153,-0.374930849,19.19572287,-34.94418963,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,d5fedcfb-5599-11ea-b030-484d7ee4b65b
47,2/22/2020,12:36:41 PM,8,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Agee, Cale",1000084150,Right,ROA_COL,Windup,2,Bottom,2,1,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.63841822,-0.802769547,-4.731250911,2077.163678,230.5557577,1:45,6.529226398,1.808875057,5.325487027,-27.12905608,14.82285777,18.0652039,3.512647353,-1.134911394,75.31480782,-5.842184604,-1.373233621,0.466173313,,,,,,,,,,,,-10.88789158,8.063994488,-1.393433363,50,6.437218419,9.316609363,-119.7702085,-2.579073637,-15.79372832,23.42849689,-20.47660124,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,deeff2c4-5599-11ea-b030-484d7ee4b65b
48,2/22/2020,12:37:15 PM,8,3,"Sipling, Eric",1000084319,Right,ELI_BLU,"Agee, Cale",1000084150,Right,ROA_COL,Windup,2,Bottom,2,1,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,82.99703575,-2.847937824,-3.371869203,1963.915827,213.508117,1:00,6.615787267,1.71958531,5.380157134,-20.35253337,21.04921514,13.96223349,2.243545098,-0.280992495,75.89320754,-6.620943636,-0.771626859,0.463106482,,,,,,,,,,,,-8.330677159,11.9389726,-1.427666505,50,6.346461398,6.632959012,-120.3794087,-6.668814401,-12.22566133,23.3434758,-14.65304362,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,f7337560-5599-11ea-b030-484d7ee4b65b
49,2/22/2020,12:37:38 PM,8,4,"Sipling, Eric",1000084319,Right,ELI_BLU,"Agee, Cale",1000084150,Right,ROA_COL,Windup,2,Bottom,2,1,2,Undefined,ChangeUp,InPlay,Undefined,Popup,Error,0,0,,77.72427953,0.46029484,-3.498475441,1647.419933,243.5017657,2:00,6.110191403,2.06275873,6.018663275,-38.08685036,8.751140652,17.64176115,3.36339586,0.288748574,69.8138239,-6.768910145,-0.139194065,0.492573051,,,,,,,,,,,,-10.79803725,4.608990617,-1.798268526,50,6.125793832,6.417261913,-112.8078405,-0.126895006,-13.62030073,24.56471224,-26.36041439,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,02b443f3-559a-11ea-b030-484d7ee4b65b
50,2/22/2020,12:38:28 PM,9,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Ferrell, Troy",1000084155,Right,ROA_COL,Windup,2,Bottom,2,0,0,Undefined,Other,BallCalled,Undefined,Undefined,Undefined,0,0,,72.27523486,3.871379649,-1.952858538,1965.492529,101.6512042,9:30,6.203779726,2.030020728,5.069523842,-55.84430395,0.597174662,-3.153423318,5.207398488,-0.074474224,64.63641171,-6.567385709,-2.543860446,0.540717854,,,,,,,,,,,,0.984567462,-1.029798556,-1.842460276,50,6.529023783,3.659078838,-104.5909308,5.437804288,1.065146741,21.48102823,-33.28812821,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,1d878322-559a-11ea-b030-484d7ee4b65b
51,2/22/2020,12:38:46 PM,9,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Ferrell, Troy",1000084155,Right,ROA_COL,Windup,2,Bottom,2,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,82.06524057,-1.07013106,-3.409951634,2018.076738,227.0332169,1:30,6.657186011,1.849133749,5.406358664,-26.72350547,16.2245364,17.46227406,3.425790794,0.105967343,73.69221323,-6.083279952,-0.124486623,0.471675374,,,,,,,,,,,,-10.43633474,8.997558432,-1.557500414,50,6.54370157,6.532426909,-118.9852031,-3.079447234,-14.68036676,26.83043337,-19.5175498,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,2da70168-559a-11ea-b030-484d7ee4b65b
52,2/22/2020,12:39:12 PM,9,3,"Sipling, Eric",1000084319,Right,ELI_BLU,"Ferrell, Troy",1000084155,Right,ROA_COL,Windup,2,Bottom,2,0,1,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,0,0,,72.35093384,2.747570273,-2.5156757,1862.543887,24.00030176,6:45,6.252699489,2.024328237,5.048673177,-60.66921659,-5.273280206,-2.324659013,3.792607089,-0.54340934,66.1579088,-8.457810661,-2.947037208,0.535686217,,,,,,,,,,,,0.475273421,-3.576711232,-1.783018282,50,6.467442227,4.679544096,-104.9211471,3.217764458,0.526625175,18.74449464,-36.13721185,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,385ac0c9-559a-11ea-b030-484d7ee4b65b
53,2/22/2020,12:39:30 PM,9,4,"Sipling, Eric",1000084319,Right,ELI_BLU,"Ferrell, Troy",1000084155,Right,ROA_COL,Windup,2,Bottom,2,0,1,Undefined,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,84.06496269,-2.775008693,-3.856531301,2075.006423,228.7296775,1:30,6.627231356,1.786271447,5.441776046,-25.09163285,15.18243986,17.34302035,1.930304107,-0.384507894,77.01989319,-7.424630963,-0.625212356,0.456756034,,,,,,,,,,,,-10.26724559,8.823368573,-1.457126029,50,6.364376198,7.643995408,-121.8888271,-6.749980753,-15.45819556,23.78317514,-18.88973041,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,47f25529-559a-11ea-b030-484d7ee4b65b
54,2/22/2020,12:41:44 PM,1,1,"Parks, Evan",1000084165,Right,ROA_COL,"Watson, Ben",1000084299,Left,ELI_BLU,Windup,3,Top,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,81.92798461,-0.3955783,-2.173851918,1994.777498,239.8013784,2:00,5.534967471,1.312015022,5.246893839,-30.48117538,12.32604667,21.24859804,2.622901413,1.039149361,74.48536034,-6.062871668,1.792941731,0.470901465,,,,,,,,,,,,-11.87069629,6.627003659,-1.128033464,50,5.476550375,3.815267322,-118.9993546,-1.828984657,-16.89677813,24.40158958,-22.74115534,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,91c58d94-559a-11ea-b030-484d7ee4b65b
55,2/22/2020,12:41:55 PM,1,2,"Parks, Evan",1000084165,Right,ROA_COL,"Watson, Ben",1000084299,Left,ELI_BLU,Windup,3,Top,0,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,82.39943868,0.826211326,-0.475523685,2032.430067,216.8824782,1:15,5.717246591,1.279649836,4.981475779,-21.93889117,20.9358825,15.73934349,4.669241218,2.142235619,74.34468143,-3.254463678,2.455232308,0.471272869,,,,,,,,,,,,-8.391177418,10.70643076,-1.246286064,50,5.779495349,0.451091245,-119.6601352,0.970140299,-12.02371776,25.61723853,-16.83280438,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,98f1961c-559a-11ea-b030-484d7ee4b65b
56,2/22/2020,12:42:23 PM,1,3,"Parks, Evan",1000084165,Right,ROA_COL,"Watson, Ben",1000084299,Left,ELI_BLU,Windup,3,Top,0,2,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.90795587,-0.28420373,-1.694547391,2104.874003,204.1453595,12:45,5.660576398,1.270579813,5.16514953,-22.05583196,21.3105899,9.57121946,3.555021329,0.473062821,73.4729859,-4.411548265,0.099776535,0.473967228,,,,,,,,,,,,-5.614743979,11.34575065,-1.119831574,50,5.61779116,3.200109477,-118.8872264,-1.320601539,-7.889754904,26.66154877,-16.23116813,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,ac98cc8f-559a-11ea-b030-484d7ee4b65b
57,2/22/2020,12:42:33 PM,1,4,"Parks, Evan",1000084165,Right,ROA_COL,"Watson, Ben",1000084299,Left,ELI_BLU,Windup,3,Top,0,3,1,Undefined,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,81.67242869,-0.485052522,-2.017189254,2055.759868,210.9440979,1:00,5.476709927,1.181807013,5.441533579,-24.02890107,19.12116126,11.48809966,3.01989028,0.249822954,73.37810486,-4.999532844,0.146270931,0.472783414,95.34917529,-4.175215931,-4.316047869,,,,,30.40253522,27.08948185,-5.166082935,0.214718628,-6.789735383,10.35333027,-1.011362055,50,5.417711195,3.81304732,-118.5855455,-1.765231775,-9.496831662,26.43133426,-17.69280162,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,b510448e-559a-11ea-b030-484d7ee4b65b
58,2/22/2020,12:43:01 PM,2,1,"Parks, Evan",1000084165,Right,ROA_COL,"Thomas, Joey",1000084302,Left,ELI_BLU,Windup,3,Top,1,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.42281833,-1.630262624,-2.076044899,2095.486921,219.268117,1:15,5.792674923,1.287818897,5.290929385,-20.90497738,21.16461199,17.33571437,2.518595265,0.782504154,74.1629662,-5.563867671,1.199180862,0.466826665,,,,,,,,,,,,-9.974428422,11.84875668,-1.11116015,50,5.629647821,3.816004954,-120.93993,-4.129329335,-14.34418088,29.96288786,-15.13440459,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,c5a23823-559a-11ea-b030-484d7ee4b65b
59,2/22/2020,12:43:12 PM,2,2,"Parks, Evan",1000084165,Right,ROA_COL,"Thomas, Joey",1000084302,Left,ELI_BLU,Windup,3,Top,1,0,1,Undefined,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,84.50163593,-1.931000486,-2.237319331,2134.087137,228.8904484,1:45,5.630867013,1.250396794,5.348764937,-24.2550227,16.65861318,19.1337835,1.796567683,0.745552623,75.27969356,-6.490913385,1.380173555,0.460368454,57.79756727,4.511511082,-13.71558544,3135.217963,,,,50.94561676,48.0971802,-15.74724357,0.60694519,-11.00553728,9.576167244,-1.062313532,50,5.440368486,4.155993259,-122.4895771,-4.930865281,-16.24320334,30.62827803,-18.04046946,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,ccbff213-559a-11ea-b030-484d7ee4b65b
60,2/22/2020,12:43:43 PM,3,1,"Parks, Evan",1000084165,Right,ROA_COL,"McGonigle, Tyler",1000016222,Right,ELI_BLU,Windup,3,Top,2,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,83.0534852,-0.150430155,-2.197393689,2019.188366,226.3419347,1:30,5.483854572,1.275802826,5.30932291,-26.69263798,15.35651704,16.13467455,3.118180113,0.557019702,74.4335636,-5.159678503,0.83809253,0.466713276,71.0802036,-13.53293694,-65.37461592,,,,,14.13413816,12.47922959,-57.23301988,0.12918396,-9.308857417,8.204469529,-1.087969684,50,5.451462439,4.095655299,-120.5275138,-1.191927108,-13.41482507,27.86839164,-20.35073678,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,deb52ec1-559a-11ea-b030-484d7ee4b65b
61,2/22/2020,12:44:01 PM,3,2,"Parks, Evan",1000084165,Right,ROA_COL,"McGonigle, Tyler",1000016222,Right,ELI_BLU,Windup,3,Top,2,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,83.92493798,-1.953557894,-4.322243371,2034.65714,229.0409944,1:45,5.609283786,1.291749901,5.236621597,-23.78747925,17.64552531,20.37309054,1.785085208,-1.080270217,75.32865726,-6.398857496,-0.505523455,0.463281259,,,,,,,,,,,,-12.21540435,9.987755493,-0.908645926,50,5.412071002,8.498645941,-121.4698352,-4.951524604,-17.92146883,27.79958147,-17.5208088,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,e99fc46a-559a-11ea-b030-484d7ee4b65b
62,2/22/2020,12:44:14 PM,3,3,"Parks, Evan",1000084165,Right,ROA_COL,"McGonigle, Tyler",1000016222,Right,ELI_BLU,Windup,3,Top,2,1,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,72.81474935,3.329254817,-1.085188053,2306.883783,88.65407456,9:00,5.549558465,1.205849684,4.704419109,-55.64421774,-0.332449404,-11.93624774,4.076434797,-0.818903095,66.44237272,-6.899364098,-3.286429135,0.535279104,,,,,,,,,,,,5.863409927,-1.140485267,-1.085706376,50,5.838456922,2.379133131,-105.5738067,4.374249991,6.588853997,18.70342261,-33.45563913,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,f113558c-559a-11ea-b030-484d7ee4b65b
63,2/22/2020,12:44:25 PM,3,4,"Parks, Evan",1000084165,Right,ROA_COL,"McGonigle, Tyler",1000016222,Right,ELI_BLU,Windup,3,Top,2,2,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,83.35540611,-0.660096558,-2.459370871,1969.980348,228.8080974,1:45,5.520847128,1.211348238,5.156383456,-25.91113105,15.62419194,17.89708287,2.739701167,0.386582358,75.61540808,-5.475870951,0.876915387,0.463852941,,,,,,,,,,,,-10.16048524,8.423163427,-0.995228091,50,5.439837606,4.58855884,-121.0204775,-2.277787759,-14.95144199,25.33200563,-19.77912486,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,f7bc38db-559a-11ea-b030-484d7ee4b65b
64,2/22/2020,12:44:53 PM,3,5,"Parks, Evan",1000084165,Right,ROA_COL,"McGonigle, Tyler",1000016222,Right,ELI_BLU,Windup,3,Top,2,2,2,Undefined,Fastball,InPlay,Undefined,Popup,Out,1,0,,84.3688717,0.487797776,-2.873678099,2087.890002,234.2576017,1:45,5.541550344,1.252226671,5.203938768,-26.06713454,14.90753164,20.76719315,3.828589554,0.278229131,75.44948787,-4.39997872,1.025768109,0.460711688,,,,,,,,,,,,-11.96052947,7.721337594,-1.001504585,50,5.567711491,5.438817933,-122.3407604,0.161310337,-17.7521292,28.793489,-20.71383829,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,06039a1e-559b-11ea-b030-484d7ee4b65b
65,2/22/2020,12:46:51 PM,1,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Merriken, Will",1000084158,Right,ROA_COL,Windup,3,Bottom,0,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.32375494,-2.655788509,-4.544754352,2022.079362,212.4355168,1:00,6.434379721,1.91051271,5.525620794,-21.81143262,21.34142769,13.58803028,2.124624353,-1.21433094,74.04258785,-6.718165348,-2.007259544,0.472798742,,,,,,,,,,,,-8.56066107,12.14468883,-1.52406969,50,6.188532329,8.937175356,-117.7947243,-6.165103112,-11.97835176,23.2406308,-15.1808101,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,4d8c3e4b-559b-11ea-b030-484d7ee4b65b
