PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
66,2/22/2020,12:47:02 PM,1,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Merriken, Will",1000084158,Right,ROA_COL,Windup,3,Bottom,0,0,1,Undefined,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,83.03568076,-1.968986493,-3.6806372,2004.032559,226.4263436,1:30,6.547781293,1.660038271,5.57747403,-24.87158213,16.42210002,17.30159646,2.631878573,-0.340073409,75.44538338,-6.616173767,-0.435615514,0.46250169,81.5949049,-23.7912735,-23.69220543,,,,,7.349904987,6.114537146,-16.18825715,0.054540405,-10.34479905,9.363339727,-1.354547082,50,6.362152649,7.199423955,-120.4464169,-4.938028145,-15.08696162,24.97197371,-18.51845733,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,558090ca-559b-11ea-b030-484d7ee4b65b
67,2/22/2020,12:47:36 PM,2,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Watson, Sam",1000084151,Left,ROA_COL,Windup,3,Bottom,1,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,83.00151425,-2.060176838,-2.989195397,2001.68098,226.6717165,1:30,6.663281328,1.989315768,5.34488926,-23.73211493,18.27630906,19.41704876,2.749871984,0.801252229,74.73811475,-6.496343287,0.657847731,0.46648718,66.45825919,69.28337952,-68.60440652,,,,,,,,,-11.28988801,10.38095248,-1.733638141,50,6.461068192,5.650025808,-120.3410232,-5.109774461,-16.28035417,26.98134713,-17.20440645,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,685f7be6-559b-11ea-b030-484d7ee4b65b
68,2/22/2020,12:47:59 PM,2,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Watson, Sam",1000084151,Left,ROA_COL,Windup,3,Bottom,1,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,82.9403592,-0.919902987,-2.246523512,2023.33029,223.4923847,1:30,6.683720829,2.031479307,5.428202107,-22.98097939,18.95324404,18.01857536,3.906451389,1.428172065,74.44313789,-5.236438722,1.148293945,0.466075013,,,,,,,,,,,,-10.35448963,10.40973876,-1.844668738,50,6.586722248,4.142853278,-120.3823846,-2.673743763,-14.90473293,27.52976059,-17.18978746,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,71509057-559b-11ea-b030-484d7ee4b65b
69,2/22/2020,12:48:12 PM,2,3,"Sipling, Eric",1000084319,Right,ELI_BLU,"Watson, Sam",1000084151,Left,ROA_COL,Windup,3,Bottom,1,1,1,Undefined,Fastball,InPlay,Undefined,FlyBall,Single,0,0,,80.47259981,-1.494554401,-2.71182046,2025.477406,210.0838442,1:00,6.602651707,2.028915837,5.434400186,-20.09581693,24.56430108,14.2545001,3.526686768,0.675678631,72.04944608,-5.273255278,-0.024345492,0.48098491,68.75077822,29.11987173,24.77022578,1996.218498,98.28001918,40.59084176,49.40682523,226.3803307,226.2690472,29.36330497,3.395674438,-8.523890294,13.60996582,-1.798558734,50,6.456835214,5.084993624,-116.7201946,-3.67401481,-11.51287702,26.25637245,-13.79161316,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,818f0dfd-559b-11ea-b030-484d7ee4b65b
70,2/22/2020,12:48:45 PM,3,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Salva, Will",1000084162,Right,ROA_COL,Windup,3,Bottom,1,0,0,Undefined,Other,StrikeCalled,Undefined,Undefined,Undefined,0,0,,70.98010976,0.989608749,-1.545588343,1873.296126,104.2766229,9:30,6.269914782,1.964025882,5.199725619,-56.04743257,1.032449845,-4.268284825,2.530400643,0.154439898,65.10622175,-9.373384024,-2.340925957,0.543767257,,,,,,,,,,,,1.789655659,0.249546602,-1.81786352,50,6.320145361,2.905444647,-103.1177355,0.165341116,1.913889515,18.2343498,-31.90717899,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,92bbfee6-559b-11ea-b030-484d7ee4b65b
71,2/22/2020,12:48:59 PM,3,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Salva, Will",1000084162,Right,ROA_COL,Windup,3,Bottom,1,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,83.25179652,-2.583461815,-4.995607605,2031.520692,226.1240553,1:30,6.636621565,1.541158098,5.397419469,-23.66080014,17.71258481,18.46202982,2.233316537,-1.61310102,75.87319711,-6.977935219,-1.558957136,0.462947822,,,,,,,,,,,,-11.21780427,10.13190818,-1.107898035,50,6.389155021,9.928054224,-120.5041932,-6.233802361,-16.45278951,23.97599968,-17.31390759,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,9a5a7ce2-559b-11ea-b030-484d7ee4b65b
72,2/22/2020,12:49:15 PM,3,3,"Sipling, Eric",1000084319,Right,ELI_BLU,"Salva, Will",1000084162,Right,ROA_COL,Windup,3,Bottom,1,2,0,Undefined,Fastball,InPlay,Undefined,FlyBall,HomeRun,0,2,,81.14899152,-1.861254904,-2.62871432,2017.025326,211.0411435,1:00,6.642054356,1.725898749,5.404308843,-20.63148033,22.82774771,13.76320676,3.176548682,0.408324632,73.61770103,-5.709770344,-0.052310193,0.474474113,95.8314541,29.8341525,-28.87547591,2909.695231,93.54313494,60.87737336,-57.87552977,361.8222825,163.7692233,-38.89118042,4.828424683,-8.099812707,12.68305656,-1.501396174,50,6.462121573,4.969411113,-117.7963161,-4.489839561,-11.29177028,24.0132307,-14.49287908,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,a60635bb-559b-11ea-b030-484d7ee4b65b
73,2/22/2020,12:50:00 PM,4,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Kandrick, Gavin",1000084169,Right,ROA_COL,Windup,3,Bottom,1,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.41041515,-2.239256627,-5.295201107,1977.469746,220.9911779,1:15,6.687665413,1.84569538,5.491158005,-22.84445495,21.44384711,18.67124247,2.679401592,-1.565436124,73.07481663,-6.497839197,-1.812321726,0.478978515,,,,,,,,,,,,-11.48432686,12.06888562,-1.393923199,50,6.475722853,10.20372309,-116.3661732,-5.281049113,-15.67470847,22.77277015,-15.70148852,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,bf526617-559b-11ea-b030-484d7ee4b65b
74,2/22/2020,12:50:13 PM,4,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Kandrick, Gavin",1000084169,Right,ROA_COL,Windup,3,Bottom,1,0,1,Undefined,Other,InPlay,Undefined,FlyBall,Out,1,0,,70.39727764,1.273412346,-2.114412767,1884.685846,128.2499664,10:15,6.211345089,2.074768542,5.061619948,-56.28714148,2.706934069,-3.504094089,2.722411269,-0.211733125,63.81466547,-9.170882554,-2.769079658,0.552809781,86.38023501,32.2630331,4.684810403,3887.30151,109.0166143,61.68036738,14.67514765,297.2950345,293.2666081,12.1182176,4.744801636,1.143538653,1.002366701,-1.871299446,50,6.289220129,3.871273621,-102.1123067,0.644758962,1.185553115,19.65051292,-31.13485416,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,caa383f3-559b-11ea-b030-484d7ee4b65b
75,2/22/2020,12:50:45 PM,5,1,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,3,Bottom,2,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,80.61275636,-1.261893249,-3.421979122,2020.191544,223.053575,1:30,6.699785419,2.03771351,5.272981824,-25.09277759,19.55608708,18.3097839,3.421282281,0.345889555,72.5180316,-5.952766509,0.010701492,0.480924308,78.52187684,65.7495947,115.3707184,4390.916616,-79.18550853,118.5269042,76.35217176,169.244184,29.75166609,136.5538769,5.415735474,-10.81504645,10.77130048,-1.738230428,50,6.566526817,6.400618197,-116.8628365,-3.383696673,-14.71174326,25.38102246,-17.52181308,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,da9817c5-559b-11ea-b030-484d7ee4b65b
76,2/22/2020,12:51:04 PM,5,2,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,3,Bottom,2,0,1,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.02049228,-2.262091583,-4.024839518,2110.052343,216.1180915,1:15,6.516745778,2.181401245,5.466049266,-21.82584819,20.13593153,14.72190404,2.574727068,-0.364418207,74.5460743,-6.356128884,-1.25563358,0.466228124,,,,,,,,,,,,-9.193497265,11.49791354,-1.837001179,50,6.302875223,7.989316825,-120.2304001,-5.458395797,-13.20951934,27.3093096,-15.65346809,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,e5091241-559b-11ea-b030-484d7ee4b65b
77,2/22/2020,12:51:17 PM,5,3,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,3,Bottom,2,0,2,Undefined,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,,77.6339321,-1.964744144,-2.823980105,1625.398234,219.8970847,1:15,6.193847118,2.437672593,6.148825237,-29.47968342,17.17118797,14.39252799,1.919096475,1.025912408,69.95032153,-7.554457751,-0.077284463,0.491588142,60.37585302,-40.16946576,152.8591289,,,,,0.863535423,0.863535423,8.044834858,0.037332153,-8.82377133,10.05469413,-2.23037329,50,6.029377806,5.178798611,-112.7231337,-4.653199938,-11.12578079,24.31859689,-19.49621289,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,ed8a14fd-559b-11ea-b030-484d7ee4b65b
78,2/22/2020,12:51:36 PM,5,4,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,3,Bottom,2,0,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,81.97811117,0.683760116,-2.06882698,2067.453508,232.1272536,1:45,6.193521912,2.365701678,5.285201908,-28.99951669,14.02840923,18.08999842,4.419364412,1.929822491,73.74233746,-4.747063407,1.32569076,0.472113832,,,,,,,,,,,,-10.25818967,7.211775424,-2.190188144,50,6.235177223,3.708892089,-119.0029335,0.475483494,-14.47493317,26.24802805,-21.99779225,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,f770c2d3-559b-11ea-b030-484d7ee4b65b
79,2/22/2020,12:51:49 PM,5,5,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,3,Bottom,2,1,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,82.18145608,-2.214299483,-3.514329796,2029.066921,223.6029886,1:30,6.411016056,2.338690447,5.457745924,-25.97653458,16.33140732,15.59169837,2.168907696,0.344655044,74.80650863,-7.049919869,-0.597725045,0.468147241,,,,,,,,,,,,-9.332011888,9.341447218,-2.039545946,50,6.198159974,6.820845055,-119.1963872,-5.449633113,-13.34411094,24.21358501,-18.81644576,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,0051265c-559c-11ea-b030-484d7ee4b65b
80,2/22/2020,12:52:08 PM,5,6,"Sipling, Eric",1000084319,Right,ELI_BLU,"Byerley, Jeb",1000084161,Left,ROA_COL,Windup,3,Bottom,2,1,2,Undefined,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,76.65569735,-1.302741108,-3.56712479,1829.728295,228.563151,1:30,6.051157886,2.055549578,6.150235206,-34.10537043,13.08215605,14.86982797,2.00295329,-0.005075151,70.15025948,-7.719365597,-0.75446442,0.494407585,,,,,,,,,,,,-9.133317138,7.504913536,-1.792067833,50,5.934440764,6.548481553,-111.3758965,-3.442635409,-11.42934494,20.70295914,-22.78247217,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,0952ed03-559c-11ea-b030-484d7ee4b65b
81,2/22/2020,12:53:55 PM,1,1,"Parks, Evan",1000084165,Right,ROA_COL,"Fisher, Andrew",1000084293,Left,ELI_BLU,Windup,4,Top,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,82.69995099,0.405260857,-1.337880095,1966.188038,229.9580082,1:45,5.561068951,1.235606256,5.207536623,-27.38843911,14.52437251,17.33062625,3.659880137,1.421574365,75.28639215,-4.684715517,1.890298444,0.465956008,,,,,,,,,,,,-9.518278622,7.534833902,-1.124786078,50,5.57831176,2.223954278,-120.1972409,-0.071259661,-13.86839235,24.17804476,-21.19558943,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,47ea7b59-559c-11ea-b030-484d7ee4b65b
82,2/22/2020,12:54:07 PM,1,2,"Parks, Evan",1000084165,Right,ROA_COL,"Fisher, Andrew",1000084293,Left,ELI_BLU,Windup,4,Top,0,1,0,Undefined,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,70.45959036,-0.028839802,-1.823260214,1723.853508,237.8345339,2:00,5.634838004,1.235657571,5.230159714,-44.59952077,13.05765461,20.84914677,1.891090573,1.25879785,64.66342367,-8.274265086,2.059390502,0.546510109,,,,,,,,,,,,-11.51278548,6.891378457,-1.083178738,50,5.599510557,2.663438912,-102.3979911,-1.326844478,-12.18745738,17.37673168,-24.87882175,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,50db9118-559c-11ea-b030-484d7ee4b65b
83,2/22/2020,12:54:21 PM,1,3,"Parks, Evan",1000084165,Right,ROA_COL,"Fisher, Andrew",1000084293,Left,ELI_BLU,Windup,4,Top,0,1,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,81.88119477,-0.27308306,-1.769381656,2040.246119,221.7897206,1:30,5.650887771,1.040145068,5.1903919,-23.59528563,19.40464067,17.37962284,3.42762504,0.823620958,74.14223897,-4.667679457,1.47533676,0.471960197,,,,,,,,,,,,-9.702080554,10.31386577,-0.888963877,50,5.608137081,3.096136322,-118.9332589,-1.351678685,-13.76908717,24.76568506,-17.53672246,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,59cca5d6-559c-11ea-b030-484d7ee4b65b
84,2/22/2020,12:54:49 PM,1,4,"Parks, Evan",1000084165,Right,ROA_COL,"Fisher, Andrew",1000084293,Left,ELI_BLU,Windup,4,Top,0,1,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,69.4793946,4.141989373,0.226946471,2282.071354,63.65976997,8:00,5.583391286,1.157409241,4.588476545,-66.02834439,-4.897765878,-9.776293846,4.027444043,0.558571329,63.39307248,-7.969170998,-1.575051446,0.56273091,,,,,,,,,,,,5.10668734,-3.734511214,-1.172035238,50,5.952129333,-0.097882097,-100.6398138,5.256899234,5.212946471,17.04603865,-35.98626688,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,6baecd92-559c-11ea-b030-484d7ee4b65b
85,2/22/2020,12:55:02 PM,1,5,"Parks, Evan",1000084165,Right,ROA_COL,"Fisher, Andrew",1000084293,Left,ELI_BLU,Windup,4,Top,0,2,2,Undefined,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,70.85645531,2.263299309,-0.518216451,2407.799776,61.5547734,8:00,5.594873814,1.092417475,4.935896931,-63.9837283,-6.193817397,-11.33334279,2.403030551,-0.3417821,65.11471232,-9.505587106,-2.61863206,0.547138822,,,,,,,,,,,,5.763967974,-3.892575153,-1.032948237,50,5.76317325,1.270193698,-102.878614,2.148524493,6.148638609,17.81183367,-36.32640297,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,73a0befd-559c-11ea-b030-484d7ee4b65b
86,2/22/2020,12:55:23 PM,1,6,"Parks, Evan",1000084165,Right,ROA_COL,"Fisher, Andrew",1000084293,Left,ELI_BLU,Windup,4,Top,0,2,2,Undefined,ChangeUp,InPlay,Undefined,GroundBall,Out,1,0,,70.57713199,0.061206668,-2.257207285,1757.560703,230.6954173,1:45,5.646570129,1.074061129,5.310729087,-42.60546466,15.45291469,18.94337429,2.153602375,0.533169755,63.80573118,-7.891869798,1.300813847,0.548408241,39.39865502,-7.65408378,-38.68176991,,,,,15.3109515,14.18625717,-32.04398365,0.215791626,-10.79076205,8.178360609,-0.882859542,50,5.622116903,3.508714231,-102.4435437,-1.080722833,-11.27124418,19.62264021,-23.63152867,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,7ad6524f-559c-11ea-b030-484d7ee4b65b
87,2/22/2020,12:56:01 PM,2,1,"Parks, Evan",1000084165,Right,ROA_COL,"McGinley, Riley",1000084295,Right,ELI_BLU,Windup,4,Top,1,0,0,Undefined,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,68.16237306,1.247138175,-1.005679052,1711.832256,213.5337371,1:00,5.860889121,0.91494446,5.318134614,-43.15632383,19.20224095,12.76480917,3.435183155,1.034872807,61.3160618,-6.840850271,1.396601186,0.568354855,,,,,,,,,,,,-7.118719276,9.777772307,-0.832922502,50,5.943485763,1.393874072,-98.95423889,0.994291764,-6.915554056,18.77159928,-22.67532971,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,96cc7600-559c-11ea-b030-484d7ee4b65b
88,2/22/2020,12:56:13 PM,2,2,"Parks, Evan",1000084165,Right,ROA_COL,"McGinley, Riley",1000084295,Right,ELI_BLU,Windup,4,Top,1,1,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.78612158,-0.487971001,-3.430923813,2033.297365,215.1759679,1:15,5.523370063,1.145837755,5.211632523,-22.77503174,19.69360561,13.9080859,3.165806689,-0.924903097,74.25028679,-4.750466659,-0.825559113,0.469035464,,,,,,,,,,,,-8.485537827,10.57428853,-0.838916014,50,5.461661197,6.733007771,-120.0119712,-1.780543319,-12.15780107,27.03966129,-17.02355379,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,9dc1a6c5-559c-11ea-b030-484d7ee4b65b
89,2/22/2020,12:56:26 PM,2,3,"Parks, Evan",1000084165,Right,ROA_COL,"McGinley, Riley",1000084295,Right,ELI_BLU,Windup,4,Top,1,1,1,Undefined,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,69.48775726,2.513376238,0.004923922,2324.485256,81.65384076,8:45,5.557889334,1.131523069,4.979032114,-62.8822576,-2.402616689,-15.98935802,2.692601321,-0.196273782,63.27464398,-9.118701796,-2.973484908,0.559726824,,,,,,,,,,,,8.377962254,-2.054930664,-1.119368312,50,5.750563672,0.454854709,-100.8135232,2.602288953,8.507625331,18.42099038,-34.26078273,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,a5379a4c-559c-11ea-b030-484d7ee4b65b
90,2/22/2020,12:56:51 PM,2,4,"Parks, Evan",1000084165,Right,ROA_COL,"McGinley, Riley",1000084295,Right,ELI_BLU,Windup,4,Top,1,1,2,Undefined,ChangeUp,InPlay,Undefined,Popup,Out,1,0,,69.04259515,-1.026256973,-1.858354591,1775.664878,228.6289706,1:30,5.754185971,0.869720115,5.293189164,-44.02054493,15.83477595,18.04324519,1.121731584,0.628060492,63.56331904,-9.150113768,1.503723158,0.556830352,,,,,,,,,,,,-10.0552601,8.653503789,-0.713728892,50,5.629275764,2.754477018,-100.3406654,-3.02107535,-10.23397568,16.49473723,-23.36674308,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,b33771aa-559c-11ea-b030-484d7ee4b65b
91,2/22/2020,12:57:18 PM,3,1,"Parks, Evan",1000084165,Right,ROA_COL,"Manning, Derek",1000084318,Right,ELI_BLU,Windup,4,Top,2,0,0,Undefined,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,71.11504886,2.211125935,-0.627202347,2313.836997,67.14604981,8:15,5.574462993,1.02495371,4.81272395,-60.84801304,-3.890240404,-9.103114902,2.599341381,-0.327749493,66.03256412,-8.897104734,-2.299897316,0.543185311,98.71435308,10.22401875,17.4639254,3212.347982,101.7774181,15.07984482,41.72911742,220.7115853,220.7115853,27.53471812,2.052404785,4.555193505,-2.575996228,-0.954973264,50,5.742456978,1.413168267,-103.3492663,2.107079241,4.968546913,15.85607786,-34.98379925,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,c5199acd-559c-11ea-b030-484d7ee4b65b
92,2/22/2020,12:57:49 PM,4,1,"Parks, Evan",1000084165,Right,ROA_COL,"Christy, Mike",1000084308,Right,ELI_BLU,Windup,4,Top,2,0,0,Undefined,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,83.17715891,-0.676783855,-2.319078271,2073.092909,228.3275736,1:30,5.565965892,1.294976201,5.264768203,-24.45289446,16.58959412,18.68115658,2.891963395,0.672212856,76.38968821,-5.201678249,1.147667734,0.461092822,85.17852091,15.53695018,-5.112507119,1080.842748,109.7050703,23.68054403,-8.049673184,244.1029984,244.1029984,-3.559421164,2.578929443,-10.4484614,8.915266268,-1.09657815,50,5.486249662,4.265402413,-120.9186154,-2.256175092,-15.55185135,22.40399478,-18.90425787,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,d6fbc450-559c-11ea-b030-484d7ee4b65b
93,2/22/2020,12:58:27 PM,5,1,"Parks, Evan",1000084165,Right,ROA_COL,"Thompson, JT",1000084303,Left,ELI_BLU,Windup,4,Top,2,0,0,Undefined,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,68.58407594,2.386880895,-1.973285655,1746.757704,235.2234544,1:45,5.686086431,1.391281349,5.328717925,-45.91962717,14.55532889,21.04255987,4.101436426,1.292768941,62.87675631,-6.132562941,1.942889744,0.559705145,,,,,,,,,,,,-11.65577251,7.038585824,-1.22806842,50,5.869127009,2.853926079,-99.62994704,2.892446631,-11.73708917,15.73026808,-25.08635794,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,e8ddedc9-559c-11ea-b030-484d7ee4b65b
94,2/22/2020,12:58:48 PM,5,2,"Parks, Evan",1000084165,Right,ROA_COL,"Thompson, JT",1000084303,Left,ELI_BLU,Windup,4,Top,2,1,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,70.05459594,2.938979007,-1.237971111,2241.234436,75.08992033,8:30,5.452858651,1.439310273,5.086302443,-60.36437763,-2.63354052,-9.686715674,3.195342958,-0.534793726,65.44249947,-8.100203478,-3.017906817,0.546859103,,,,,,,,,,,,4.769870837,-2.050714648,-1.314748247,50,5.683676828,2.48674393,-101.8424085,3.44800448,5.09444737,14.07072456,-34.36430867,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,fa087bc0-559c-11ea-b030-484d7ee4b65b
95,2/22/2020,12:59:10 PM,5,3,"Parks, Evan",1000084165,Right,ROA_COL,"Thompson, JT",1000084303,Left,ELI_BLU,Windup,4,Top,2,1,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,82.46437364,-0.893604693,-2.447774084,2033.77813,224.148307,1:30,5.43895498,1.151243096,5.436277373,-23.5195271,17.77837536,17.29522528,2.641464426,0.299222214,76.11112929,-5.247955517,0.76320672,0.462525323,64.42166878,41.48072697,-122.6247524,4364.74759,-67.68889781,45.58747881,-86.70726403,179.2748755,69.46143545,-130.6293982,3.141990356,-9.760053551,9.630330649,-0.946700722,50,5.343690795,4.56052674,-119.9432007,-2.643281409,-14.36803125,20.90875362,-17.99698579,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,03b12b7a-559d-11ea-b030-484d7ee4b65b
96,2/22/2020,12:59:49 PM,5,4,"Parks, Evan",1000084165,Right,ROA_COL,"Thompson, JT",1000084303,Left,ELI_BLU,Windup,4,Top,2,1,2,Undefined,Fastball,InPlay,Undefined,LineDrive,Out,1,0,,83.08320355,-0.817654449,-3.537558935,2058.538086,215.6167177,1:15,5.590982568,1.360891734,5.424922999,-20.50699444,20.83105013,14.95060565,3.114806015,-0.710420891,75.45890003,-4.645309079,-0.744922455,0.462750059,89.26962129,18.17185545,20.25656134,933.434554,101.6653654,31.31520849,42.00174597,266.6283893,266.4381632,25.70421852,3.092814331,-8.969641918,11.29970697,-1.057365976,50,5.504397846,6.967069377,-120.5864563,-2.393162813,-13.14732049,24.44215915,-15.61141759,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,1e8467b2-559d-11ea-b030-484d7ee4b65b
97,2/22/2020,1:02:50 PM,1,1,"Ortega, Nick",1000084311,Left,ELI_BLU,"Staz, Mason",1000084148,Right,ROA_COL,Windup,4,Bottom,0,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.5531545,-1.188438071,3.143566983,1917.226102,154.7285438,11:15,5.830877166,-1.740228178,6.087688664,-21.94771231,19.72237851,-9.329203709,2.900842692,0.392896707,74.47440367,-5.322463439,1.382869722,0.464604853,,,,,,,,,,,,5.957301923,11.05207666,1.502854149,50,5.727552506,-6.243898653,-118.5532133,-3.091549737,8.465580215,22.98539155,-16.46857607,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,89d15da9-559d-11ea-b030-484d7ee4b65b
98,2/22/2020,1:03:05 PM,1,2,"Ortega, Nick",1000084311,Left,ELI_BLU,"Staz, Mason",1000084148,Right,ROA_COL,Windup,4,Bottom,0,0,1,Undefined,ChangeUp,InPlay,Undefined,Bunt,Out,1,0,,76.29909701,0.279302746,3.440423157,1710.762428,110.5670933,9:45,5.647035697,-1.652870437,6.683107678,-41.69499414,4.466912763,-12.02045684,2.428354203,0.495673087,70.59806231,-7.608586189,1.156786946,0.4890051,,,,,,,,,,,,7.549328667,2.403017698,1.428321961,50,5.648612996,-6.390032292,-111.0652602,-0.453451819,9.49571711,18.59091884,-29.1514783,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,92c27365-559d-11ea-b030-484d7ee4b65b
99,2/22/2020,1:03:58 PM,2,1,"Ortega, Nick",1000084311,Left,ELI_BLU,"Butler, Conner",1000084156,Right,ROA_COL,Windup,4,Bottom,1,0,0,Undefined,Fastball,InPlay,Undefined,Popup,Out,1,0,,82.5929596,-1.260133644,3.621844582,1974.419084,146.1591923,10:45,5.889797927,-1.6290928,6.048890882,-24.68961515,15.89856523,-10.6851542,2.66339522,0.837422325,75.74168289,-5.894660409,1.611651496,0.458533752,71.61698493,76.93960867,35.98883866,,,,,,,,,6.774606594,8.960222835,1.353132811,50,5.77832661,-7.284343953,-120.026295,-3.368770113,9.906884458,22.69942965,-19.07101577,ROA_COL,ELI_BLU,LewisGale,D3,AL,20200222-LewisGale-1,ad95b0d6-559d-11ea-b030-484d7ee4b65b
